EQUIPOS PARA REVISION QUITO - GUAYAQUIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITEM;CD;AREA;MODELO;SN;ENE;MANTE_ENE;FEB;MANTE_FEB;MARZO;MANTE_MAR;ABRIL;MANTE_ABRIL;MAYO;MANTE_MAY;JUN;MANTE_JUN;JUL;MANTE_JUL;AGOST;MANTE_AGOSTO;SEP;MANTE_SEP;OCT;MANTE_OCT;NOV;MANTE_NOV;DIC;MANTE_DIC;;
367;CD CALACALI;FRIOS;ET50;BZ90206988;;;;;;;;;;;;;;;;;;;;;;;;;;
368;CD CALACALI;FRIOS;ET50;BZ90206992;;;6/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;7/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;9/7/2024;Mantenimiento preventivo;6/8/2024;Mantenimiento preventivo;10/9/2024;Mantenimiento preventivo;8/10/2024;Mantenimiento preventivo;12/11/2024;Mantenimiento preventivo;10/12/2024;Mantenimiento preventivo;;
369;CD CALACALI;FRIOS;ZM400;08J131500405;;;;;;;;;;;;;;;;;;;;;;;;;;
370;CD CALACALI;SECOS;MC-9190;1718000504184    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;14/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
371;CD CALACALI;SECOS;MC-9190;1404300500542    ;;;14/2/2024;Teclado con protector;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Carcasa inferior;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;21/12/2024;Mantenimiento preventivo;;
372;CD CALACALI;SECOS;MC-9190;1328100505524    ;;;;;;;;;;;;;;;;;;;;;;;;;;
373;CD CALACALI;SECOS;MC-9190;1404300500504    ;;;;;;;;;;;;;;;;;;;;;;;;;;
374;CD CALACALI;SECOS;MC-9190;1404300500562    ;;;;;;;;;;;;;;;;;;;;;;;;;;
375;CD CALACALI;SECOS;MC-9190;ID 67;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Se retira a laboratorio;;
;;;;ID 67;;;;;;;;;;;;;;;;;;;;;;;5/12/2024;Mantenimiento preventivo;;
376;CD CALACALI;SECOS;MC93;22192522509299    ;;;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;9/7/2024;Mantenimiento preventivo;6/8/2024;Mantenimiento preventivo;10/9/2024;Mantenimiento preventivo;8/10/2024;Mantenimiento preventivo;12/11/2024;Mantenimiento preventivo;10/12/2024;Mantenimiento preventivo;;
377;CD CALACALI;SECOS;MC93;22279522504978    ;;;14/2/2024;Mantenimiento preventivo;14/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;26/12/2024;Mantenimiento preventivo;;
378;CD CALACALI;SECOS;MC93;22192522509246    ;;;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
379;CD CALACALI;SECOS;MC93;22279522504984    ;;;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;26/12/2024;Mantenimiento preventivo;;
380;CD CALACALI;SECOS;MC93;22192522504243    ;;;;;;;;;;;;;;;;;;;;;12/11/2024;Mantenimiento preventivo;;;;
381;CD CALACALI;SECOS;ET50;B284404744;;;;;;;;;;;;;;;;;;;;;;;;;;
382;CD CALACALI;SECOS;ET50;B292400004;;;;;;;;;;;;;;;;;;;;;;;;;;
383;CD CALACALI;SECOS;ET51;XAHA4F01300439;;;;;13/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimeinto preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
384;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505095    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;10/10/2024;Seguro de bateria;7/11/2024;Mantenimiento preventivo;;;;
385;CD LOMAS DE SARGENTILLO;FRIOS;WT41;19003523020141    ;;;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
386;CD LOMAS DE SARGENTILLO;FRIOS;WT41 sin rs;18202523020829    ;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
388;CD LOMAS DE SARGENTILLO;FRIOS;MC92;20052010561672    ;;;14/2/2024;Mantenimiento preventivo;;;;;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
389;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1505000505027    ;;;21/2/2024;Carcasa inferior;;;9/4/2024;Mantenimiento preventivo;1/5/2024;Teclado con protector;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Teclado con protector;2/10/2024;Seguro de bateria;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
;;;;1505000505027    ;;;21/2/2024;Flex interno;;;;;;;;;;;;;;;;;;;;;;
;;;;1505000505027    ;;;21/2/2024;Tactil;;;;;;;;;;;;;;;;;;;;;;
;;;;1505000505027    ;;;21/2/2024;Carcasa superior;;;;;;;;;;;;;;;;;;;;;;
390;CD LOMAS DE SARGENTILLO;FRIOS;ET50;BZ90206998;;;21/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;;;;
391;CD LOMAS DE SARGENTILLO;FRIOS;ET50;BZ90207039;;;14/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
392;CD LOMAS DE SARGENTILLO;FRIOS;ET50;BZ90208001;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;;;;
393;CD LOMAS DE SARGENTILLO;FRIOS;tc52;22073524201237    ;;;7/2/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;
394;CD LOMAS DE SARGENTILLO;FRIOS;tc52;22073524201341    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;4/12/2024;Mantenimiento preventivo;;
395;CD LOMAS DE SARGENTILLO;FRIOS;tc52;22073524201197    ;;;7/2/2024;Mantenimiento preventivo;;;;;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
396;CD LOMAS DE SARGENTILLO;FRIOS;tc52;22073524201199    ;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Daño en el ping de carga;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
397;CD LOMAS DE SARGENTILLO;FRIOS;TC52;22073524201385    ;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;
398;CD LOMAS DE SARGENTILLO;FRIOS;tc52;22073524201170    ;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;
399;CD LOMAS DE SARGENTILLO;FRIOS;TC52;22073524201371    ;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
400;CD LOMAS DE SARGENTILLO;FRIOS;zq510;XXRAJ184600608;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
401;CD LOMAS DE SARGENTILLO;FRIOS;TC52;22073524201353    ;;;21/2/2024;Mantenimiento preventivo;;;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;4/12/2024;Mantenimiento preventivo;;
402;CD LOMAS DE SARGENTILLO;FRIOS;TC52;22073524201141    ;;;21/2/2024;Mantenimiento preventivo;;;18/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;
403;CD LOMAS DE SARGENTILLO;FRIOS;zq510;XXRAJ204401651;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
404;CD LOMAS DE SARGENTILLO;FRIOS;wt41;18117523021525    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;;;;;;
405;CD LOMAS DE SARGENTILLO;FRIOS;wt41;18200523024039    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
406;CD LOMAS DE SARGENTILLO;FRIOS;wt41;18282523022231    ;;;7/2/2024;Tactil WT41;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Tactil wt41;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Base RS;;;;
407;CD LOMAS DE SARGENTILLO;FRIOS;wt41;19007523021957    ;;;7/2/2024;Tactil WT41;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
;;;;19007523021957    ;;;7/2/2024;Carcasa superior WT41;;;;;;;;;;;;;;;;;;;;;;
;;;;19007523021957    ;;;7/2/2024;Flex interno WT41;;;;;;;;;;;;;;;;;;;;;;
408;CD LOMAS DE SARGENTILLO;FRIOS;RS;21525    ;;;7/2/2024;Mantenimiento preventivo;22/3/2024;Mantenimiento preventivo;;;;;5/6/2024;Canastilla rs18;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;;;2/10/2024;Mantenimiento preventivo;13/11/2024;Base RS;14/12/2024;Canastilla RS;;
;;;;21525    ;;;;;;;;;;;5/6/2024;Base rs19;;;;;;;;;;;;;;
409;CD LOMAS DE SARGENTILLO;FRIOS;RS;24039    ;;;7/2/2024;Mantenimiento preventivo;22/3/2024;Mantenimiento preventivo;;;;;5/6/2024;Canastilla rs19;10/7/2024;Mantenimiento preventivo;7/8/2024;Base rs19;;;2/10/2024;Mantenimiento preventivo;;;;;;
;;;;24039    ;;;;;;;;;;;5/6/2024;Base rs19;;;7/8/2024;Escaner ;;;;;;;;;;
;;;;24039    ;;;;;;;;;;;5/6/2024;interruptor gatillo rs19;;;;;;;;;;;;;;
410;CD LOMAS DE SARGENTILLO;FRIOS;RS;22231    ;;;7/2/2024;Mantenimiento preventivo;22/3/2024;Mantenimiento preventivo;;;1/5/2024;Cable RS419;;;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;;;2/10/2024;Mantenimiento preventivo;;;14/12/2024;Canastilla RS;;
;;;;22231    ;;;;;;;;;1/5/2024;Base RS419;;;;;;;;;;;;;;;;
;;;;22231    ;;;;;;;;;1/5/2024;Canastilla RS419;;;;;;;;;;;;;;;;
411;CD LOMAS DE SARGENTILLO;FRIOS;RS;20165    ;9/1/2024;Mantenimiento preventivo;;;22/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;;;;;4/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
412;CD LOMAS DE SARGENTILLO;FRIOS;Mc92;20052010561688    ;;;;;;;;;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
413;CD LOMAS DE SARGENTILLO;FRIOS;Mc92;19337010559312    ;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;10/7/2024;Flex interno;7/8/2024;Mantenimiento preventivo;;;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
;;;;19337010559312    ;;;;;;;;;;;;;10/7/2024;Tactil;;;;;;;;;;;;
;;;;19337010559312    ;;;;;;;;;;;;;4/7/2024;Seguro de bateria;;;;;;;;;;;;
414;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1632700500580    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Carcasa inferior;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Flex;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;;;;;;
;;;;1632700500580    ;;;;;;;17/4/2024;Boton gatillo;;;;;;;7/8/2024;Teclado con protector;;;;;;;;;;
;;;;1632700500580    ;;;;;;;;;;;;;;;7/8/2024;Carcasa superior;;;;;;;;;;
;;;;1632700500580    ;;;;;;;;;;;;;;;7/8/2024;Tactil;;;;;;;;;;
415;CD LOMAS DE SARGENTILLO;SECOS;WT41;18281523020165    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Manteniento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
416;CD LOMAS DE SARGENTILLO;SECOS;ET50;26607069-F54E-4817-87A7-0EE59ADD7ACC;;;;;;;;;;;;;;;;;;;;;;;;;;
417;CD LOMAS DE SARGENTILLO;SECOS;ET50;25B1F414-EEAB-43AC-91FD-4E9FDC2F81F3;;;;;;;;;;;;;;;;;;;;;;;;;;
418;CD LOMAS DE SARGENTILLO;SECOS;ET50;1924CCAE-2C2C-4EB0-B316-AB7423BAB182;;;;;;;;;;;;;;;;;;;;;;;;;;
419;CD LOMAS DE SARGENTILLO;SECOS;ET50;D09FA814-4210-4EAC-8F07-EE2CC062FFF2;;;;;;;;;;;;;;;;;;;;;;;;;;
420;CD LOMAS DE SARGENTILLO;SECOS;ET50;11B3EF70-7432-44DC-A3D5-94DB9019D741;;;;;;;;;;;;;;;;;;;;;;;;;;
421;CD LOMAS DE SARGENTILLO;SECOS;ET50;43BBEF8F-1070-4A81-AF72-16ESF8971FD9;;;;;;;;;;;;;;;;;;;;;;;;;;
422;CD LOMAS DE SARGENTILLO;SECOS;ET50;33436F45-67A9-4EE1-B6C5-39B21EEAA691;;;;;;;;;;;;;;;;;;;;;;;;;;
423;CD LOMAS DE SARGENTILLO;SECOS;ZT410;18J183506593;;;;;;;;;;;;;;;;;;;;;;;;;;
424;CD LOMAS DE SARGENTILLO;SECOS;ZT410;18j182706650;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;;;9/5/2024;Mantenimiento preventivo;;;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
425;CD LOMAS DE SARGENTILLO;SECOS;MC92;19337010559271    ;;;;;;;;;;;;;;;;;;;;;;;;;;
426;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505146    ;;;;;;;;;;;;;;;;;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
427;CD LOMAS DE SARGENTILLO;SECOS;MC92;ID 51;;;;;;;;;;;4/6/2024;no se encuentra fisicamente;;;;;;;;;13/11/2024;Se retira a laboratorio;;;;
428;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505049    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Teclado con protector;9/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;12/9/2024;Seguro de bateria;3/10/2024;Mantenimiento preventivo;20/11/2024;Seguro de bateria;12/12/2024;Mantenimiento preventivo;;
;;;;1505000505049    ;;;;;;;;;;;;;;;;;5/9/2024;Teclado con protector;;;7/11/2024;Mantenimiento preventivo;;;;
429;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505080    ;;;;;;;;;;;;;;;;;;;;;;;;;;
430;CD LOMAS DE SARGENTILLO;SECOS;MC92;15050000505096    ;;;;;;;;;;;;;;;;;;;;;;;;;;
431;CD LOMAS DE SARGENTILLO;SECOS;MC92;15050000505022    ;;;;;;;;;;;;;;;;;;;;;;;;;;
432;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505157    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimeinto preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Seguro de bateria;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505157    ;;;;;;;;;;;;;;;;;5/9/2024;Boton Gatillo;10/10/2024;Mantenimiento preventivo;;;;;;
433;CD LOMAS DE SARGENTILLO;SECOS;MC92;1627900501077    ;;;;;;;;;;;;;;;;;;;;;;;;;;
434;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500560    ;;;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Flex interno;1/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Teclado con protector;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Boton gatillo;20/11/2024;Restauracion del DataWegde;12/12/2024;Mantenimiento preventivo;;
;;;;1632700500560    ;;;;;;;;;;;;;4/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
435;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500553    ;;;14/2/2024;Mantenimiento preventivo;;;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Carcasa inferior;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Teclado con protector;5/12/2024;Mantenimiento preventivo;;
436;CD LOMAS DE SARGENTILLO;SECOS;MC92;19737010559263    ;;;;;;;;;;;;;;;;;;;;;;;;;;
437;CD LOMAS DE SARGENTILLO;SECOS;MC92;1833400500690    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;;;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Carcasa inferior;10/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1833400500690    ;;;;;;;;;;;;;;;;;5/9/2024;Boton gatillo;10/10/2024;Mantenimiento preventivo;;;;;;
438;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505072    ;;;14/2/2024;Carcasa inferior;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Teclado con protector;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;1/8/2024;Seguro de bateria;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
439;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505156    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;seguro de bateria;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;;;11/7/2024;Teclado con protector;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1505000505156    ;;;;;13/3/2024;Carcasa inferior;;;;;;;4/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
440;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505030    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Teclado con protector;;;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;17/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
441;CD LOMAS DE SARGENTILLO;SECOS;MC92;15050000505104    ;;;;;;;;;;;;;;;;;;;;;;;;;;
442;CD LOMAS DE SARGENTILLO;SECOS;MC92;19337010559301    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;;;4/7/2024;Seguro de bateria;8/8/2024;Mantenimiento preventivo;12/9/2024;Teclado con protector;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;;;;
443;CD LOMAS DE SARGENTILLO;SECOS;MC92;19337010559251    ;;;;;;;;;;;;;;;;;;;;;;;;;;
444;CD LOMAS DE SARGENTILLO;SECOS;TC52;22183824200124    ;;;;;;;;;;;;;;;;;;;;;;;;;;
445;CD LOMAS DE SARGENTILLO;SECOS;TC52;22213824201406    ;;;;;;;;;;;;;;;;;;;;;;;;;;
446;CD LOMAS DE SARGENTILLO;SECOS;TC52;21262622615622    ;;;;;;;;;;;;;;;;;;;;;;;;;;
447;CD LOMAS DE SARGENTILLO;SECOS;TC52;21285524201488    ;;;;;;;;;;;;;;;;;;;;;;;;;;
448;CD LOMAS DE SARGENTILLO;SECOS;TC52;21265524201466    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;no se encuentra fisicamente;;;;;;;;;;;;;;
449;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505036    ;;;;;;;;;;;;;;;;;;;;;;;;;;
450;CD LOMAS DE SARGENTILLO;SECOS;MC92;1330000500039    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Seguro de bateria;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;;;11/7/2024;Teclado con protector;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;17/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1330000500039    ;;;;;;;;;;;;;11/7/2024;Boton gatillo;;;;;;;;;;;;
;;;;1330000500039    ;;;;;;;;;;;;;11/7/2024;Carcasa inferior;;;;;;;;;;;;
451;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505031    ;;;14/2/2024;Mantenimiento preventivo;;;10/4/2024;Mantenimiento preventivo;2/5/2024;Flex interno;4/6/2024;Mantenimeinto preventivo;4/7/2024;Teclado con protector;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
